證券代碼,簡稱,年月日,收盤價(元),成交量(千股)
50,台灣50       ,2013/11/21,52.49,35062
50,台灣50       ,2013/11/22,52.53,10937
50,台灣50       ,2013/11/25,53.24,10345
50,台灣50       ,2013/11/26,53.67,9878
50,台灣50       ,2013/11/27,53.95,8118
50,台灣50       ,2013/11/28,54.28,11237
50,台灣50       ,2013/11/29,54.47,14720
50,台灣50       ,2013/12/2,54.38,5600
50,台灣50       ,2013/12/3,54.43,7385
50,台灣50       ,2013/12/4,54.38,7401
50,台灣50       ,2013/12/5,54.05,6056
50,台灣50       ,2013/12/6,54.1,4023
50,台灣50       ,2013/12/9,54.57,8645
50,台灣50       ,2013/12/10,54.71,6866
50,台灣50       ,2013/12/11,54.76,10106
50,台灣50       ,2013/12/12,54.33,4216
50,台灣50       ,2013/12/13,54.28,5099
50,台灣50       ,2013/12/16,53.86,6971
50,台灣50       ,2013/12/17,54.14,3090
50,台灣50       ,2013/12/18,53.95,3488
50,台灣50       ,2013/12/19,54.28,6051
50,台灣50       ,2013/12/20,54.38,4317
50,台灣50       ,2013/12/23,54.76,9016
50,台灣50       ,2013/12/24,54.71,5052
50,台灣50       ,2013/12/25,54.76,3321
50,台灣50       ,2013/12/26,54.76,3417
50,台灣50       ,2013/12/27,55.18,12606
50,台灣50       ,2013/12/30,55.66,18118
50,台灣50       ,2013/12/31,55.56,12256
50,台灣50       ,2014/1/2,55.42,10762
50,台灣50       ,2014/1/3,54.76,14509
50,台灣50       ,2014/1/6,54.62,14870
50,台灣50       ,2014/1/7,54.62,13128
50,台灣50       ,2014/1/8,54.71,7605
50,台灣50       ,2014/1/9,54.47,8571
50,台灣50       ,2014/1/10,54.47,4741
50,台灣50       ,2014/1/13,54.81,6179
50,台灣50       ,2014/1/14,54.71,4276
50,台灣50       ,2014/1/15,55.28,11675
50,台灣50       ,2014/1/16,55.42,12771
50,台灣50       ,2014/1/17,55.51,8169
50,台灣50       ,2014/1/20,55.66,5627
50,台灣50       ,2014/1/21,55.42,6963
50,台灣50       ,2014/1/22,55.51,6838
50,台灣50       ,2014/1/23,55.37,6904
50,台灣50       ,2014/1/24,55.51,10706
50,台灣50       ,2014/1/27,54.52,21325
50,台灣50       ,2014/2/5,52.82,57559
50,台灣50       ,2014/2/6,53.01,12853
50,台灣50       ,2014/2/7,53.57,16027
50,台灣50       ,2014/2/10,53.57,6020
50,台灣50       ,2014/2/11,53.91,5582
50,台灣50       ,2014/2/12,54.47,18604
50,台灣50       ,2014/2/13,54.33,8235
50,台灣50       ,2014/2/14,54.85,22328
50,台灣50       ,2014/2/17,54.85,15434
50,台灣50       ,2014/2/18,55.04,13088
50,台灣50       ,2014/2/19,55.04,13366
50,台灣50       ,2014/2/20,54.57,13737
50,台灣50       ,2014/2/21,55.09,17317
50,台灣50       ,2014/2/24,54.81,7368
50,台灣50       ,2014/2/25,55.04,8621
50,台灣50       ,2014/2/26,55.28,8953
50,台灣50       ,2014/2/27,55.18,3676
50,台灣50       ,2014/3/3,54.85,8020
50,台灣50       ,2014/3/4,54.62,6185
50,台灣50       ,2014/3/5,55.18,6901
50,台灣50       ,2014/3/6,55.99,26226
50,台灣50       ,2014/3/7,56.22,30394
50,台灣50       ,2014/3/10,55.89,7930
50,台灣50       ,2014/3/11,56.18,4967
50,台灣50       ,2014/3/12,55.66,2671
50,台灣50       ,2014/3/13,56.56,25692
50,台灣50       ,2014/3/14,55.99,13449
50,台灣50       ,2014/3/17,55.89,8983
50,台灣50       ,2014/3/18,56.22,14863
50,台灣50       ,2014/3/19,56.08,9855
50,台灣50       ,2014/3/20,55.37,18482
50,台灣50       ,2014/3/21,55.37,4142
50,台灣50       ,2014/3/24,55.51,11346
50,台灣50       ,2014/3/25,55.99,4915
50,台灣50       ,2014/3/26,56.51,9980
50,台灣50       ,2014/3/27,56.6,11258
50,台灣50       ,2014/3/28,56.7,20164
50,台灣50       ,2014/3/31,56.89,17186
50,台灣50       ,2014/4/1,57.36,28836
50,台灣50       ,2014/4/2,57.55,19104
50,台灣50       ,2014/4/3,57.41,12620
50,台灣50       ,2014/4/7,57.27,11380
50,台灣50       ,2014/4/8,57.55,14011
50,台灣50       ,2014/4/9,57.74,12067
50,台灣50       ,2014/4/10,57.93,13486
50,台灣50       ,2014/4/11,57.88,15019
50,台灣50       ,2014/4/14,57.79,13397
50,台灣50       ,2014/4/15,58.07,13893
50,台灣50       ,2014/4/16,58.02,7049
50,台灣50       ,2014/4/17,57.88,3531
50,台灣50       ,2014/4/18,58.26,7072
50,台灣50       ,2014/4/21,58.26,3405
50,台灣50       ,2014/4/22,58.45,9137
50,台灣50       ,2014/4/23,58.35,5487
50,台灣50       ,2014/4/24,58.45,4518
50,台灣50       ,2014/4/25,57.46,22903
50,台灣50       ,2014/4/28,57.98,8482
50,台灣50       ,2014/4/29,58.07,6518
50,台灣50       ,2014/4/30,57.74,5598
50,台灣50       ,2014/5/2,58.02,7646
50,台灣50       ,2014/5/5,57.93,6845
50,台灣50       ,2014/5/6,58.26,10313
50,台灣50       ,2014/5/7,58.12,7877
50,台灣50       ,2014/5/8,58.54,3831
50,台灣50       ,2014/5/9,58.17,3932
50,台灣50       ,2014/5/12,57.88,3933
50,台灣50       ,2014/5/13,58.17,5610
50,台灣50       ,2014/5/14,58.5,10739
50,台灣50       ,2014/5/15,58.45,8903
50,台灣50       ,2014/5/16,58.54,9138
50,台灣50       ,2014/5/19,58.54,7165
50,台灣50       ,2014/5/20,58.78,9946
50,台灣50       ,2014/5/21,58.5,6524
50,台灣50       ,2014/5/22,59.3,14665
50,台灣50       ,2014/5/23,59.4,13448
50,台灣50       ,2014/5/26,59.68,8643
50,台灣50       ,2014/5/27,59.73,8034
50,台灣50       ,2014/5/28,60.29,11647
50,台灣50       ,2014/5/29,60.01,9544
50,台灣50       ,2014/5/30,59.73,6715
50,台灣50       ,2014/6/3,59.77,5110
50,台灣50       ,2014/6/4,60.01,3390
50,台灣50       ,2014/6/5,60.01,1703
50,台灣50       ,2014/6/6,60.15,3489
50,台灣50       ,2014/6/9,60.39,3894
50,台灣50       ,2014/6/10,60.77,6843
50,台灣50       ,2014/6/11,60.72,5038
50,台灣50       ,2014/6/12,60.58,4508
50,台灣50       ,2014/6/13,60.44,3322
50,台灣50       ,2014/6/16,60.48,2605
50,台灣50       ,2014/6/17,60.91,3853
50,台灣50       ,2014/6/18,61.05,9534
50,台灣50       ,2014/6/19,61.48,9933
50,台灣50       ,2014/6/20,61.29,3557
50,台灣50       ,2014/6/23,61.24,13750
50,台灣50       ,2014/6/24,61.34,7963
50,台灣50       ,2014/6/25,61.19,7516
50,台灣50       ,2014/6/26,61.86,9208
50,台灣50       ,2014/6/27,61.86,9225
50,台灣50       ,2014/6/30,62.42,7584
50,台灣50       ,2014/7/1,62.99,9614
50,台灣50       ,2014/7/2,63.51,11640
50,台灣50       ,2014/7/3,64.08,8115
50,台灣50       ,2014/7/4,64.08,7081
50,台灣50       ,2014/7/7,63.99,5515
50,台灣50       ,2014/7/8,64.13,5506
50,台灣50       ,2014/7/9,64.22,3129
50,台灣50       ,2014/7/10,64.7,5627
50,台灣50       ,2014/7/11,64.65,7800
50,台灣50       ,2014/7/14,65.03,3077
50,台灣50       ,2014/7/15,65.26,3956
50,台灣50       ,2014/7/16,64.7,5002
50,台灣50       ,2014/7/17,63.89,8012
50,台灣50       ,2014/7/18,63.89,6375
50,台灣50       ,2014/7/21,63.89,5309
50,台灣50       ,2014/7/22,64.46,4156
50,台灣50       ,2014/7/24,64.74,3849
50,台灣50       ,2014/7/25,64.03,5548
50,台灣50       ,2014/7/28,63.89,2764
50,台灣50       ,2014/7/29,63.84,7204
50,台灣50       ,2014/7/30,64.22,2800
50,台灣50       ,2014/7/31,63.18,11131
50,台灣50       ,2014/8/1,62.71,12831
50,台灣50       ,2014/8/4,63.04,3754
50,台灣50       ,2014/8/5,61.76,19581
50,台灣50       ,2014/8/6,62.19,6860
50,台灣50       ,2014/8/7,62.19,6005
50,台灣50       ,2014/8/8,62.19,14251
50,台灣50       ,2014/8/11,62.52,8083
50,台灣50       ,2014/8/12,62.57,4360
50,台灣50       ,2014/8/13,63.18,5217
50,台灣50       ,2014/8/14,63.51,5985
50,台灣50       ,2014/8/15,63.51,3889
50,台灣50       ,2014/8/18,63.32,2431
50,台灣50       ,2014/8/19,64.13,6729
50,台灣50       ,2014/8/20,64.37,8462
50,台灣50       ,2014/8/21,64.27,3052
50,台灣50       ,2014/8/22,65.08,7540
50,台灣50       ,2014/8/25,64.98,2955
50,台灣50       ,2014/8/26,64.93,1734
50,台灣50       ,2014/8/27,65.55,7614
50,台灣50       ,2014/8/28,65.64,3895
50,台灣50       ,2014/8/29,65.5,2432
50,台灣50       ,2014/9/1,66.07,5273
50,台灣50       ,2014/9/2,65.08,17741
50,台灣50       ,2014/9/3,65.55,6908
50,台灣50       ,2014/9/4,65.31,5388
50,台灣50       ,2014/9/5,65.31,7409
50,台灣50       ,2014/9/9,65.55,7410
50,台灣50       ,2014/9/10,64.98,17854
50,台灣50       ,2014/9/11,64.74,8677
50,台灣50       ,2014/9/12,64.13,19509
50,台灣50       ,2014/9/15,64.13,13125
50,台灣50       ,2014/9/16,63.61,18030
50,台灣50       ,2014/9/17,64.08,16515
50,台灣50       ,2014/9/18,64.22,16231
50,台灣50       ,2014/9/19,64.37,12117
50,台灣50       ,2014/9/22,63.37,27057
50,台灣50       ,2014/9/23,63.23,14803
50,台灣50       ,2014/9/24,62.99,25198
50,台灣50       ,2014/9/25,62.42,23056
50,台灣50       ,2014/9/26,62.09,23172
50,台灣50       ,2014/9/29,61.9,17179
50,台灣50       ,2014/9/30,61.81,20703
50,台灣50       ,2014/10/1,62,17507
50,台灣50       ,2014/10/2,62,11487
50,台灣50       ,2014/10/3,63.13,16238
50,台灣50       ,2014/10/6,63.09,6657
50,台灣50       ,2014/10/7,62.57,11314
50,台灣50       ,2014/10/8,62.19,8106
50,台灣50       ,2014/10/9,62.47,15003
50,台灣50       ,2014/10/13,60.58,19670
50,台灣50       ,2014/10/14,61.1,12914
50,台灣50       ,2014/10/15,60.67,14412
50,台灣50       ,2014/10/16,60.58,24720
50,台灣50       ,2014/10/17,59.96,15739
50,台灣50       ,2014/10/20,61.15,10883
50,台灣50       ,2014/10/21,60.86,7237
50,台灣50       ,2014/10/22,61.81,9342
50,台灣50       ,2014/10/23,61.57,7088
50,台灣50       ,2014/10/24,61.14,22503
50,台灣50       ,2014/10/27,61.33,8078
50,台灣50       ,2014/10/28,62.4,11178
50,台灣50       ,2014/10/29,63.03,9403
50,台灣50       ,2014/10/30,62.83,9083
50,台灣50       ,2014/10/31,63.32,16609
50,台灣50       ,2014/11/3,63.61,10607
50,台灣50       ,2014/11/4,63.66,11030
50,台灣50       ,2014/11/5,63.51,10539
50,台灣50       ,2014/11/6,63.12,21140
50,台灣50       ,2014/11/7,63.22,10652
50,台灣50       ,2014/11/10,64.14,16374
50,台灣50       ,2014/11/11,63.95,15092
50,台灣50       ,2014/11/12,63.03,18800
50,台灣50       ,2014/11/13,63.66,10844
50,台灣50       ,2014/11/14,63.71,11059
50,台灣50       ,2014/11/17,63.12,17461
50,台灣50       ,2014/11/18,62.93,9940
50,台灣50       ,2014/11/19,63.85,18485
50,台灣50       ,2014/11/20,64.58,20762
50,台灣50       ,2014/11/21,64.63,11947
50,台灣50       ,2014/11/24,64.77,13197
50,台灣50       ,2014/11/25,64.82,13192
50,台灣50       ,2014/11/26,64.82,8909
50,台灣50       ,2014/11/27,65.45,16528
50,台灣50       ,2014/11/28,65.45,9382
50,台灣50       ,2014/12/1,64.77,21282
50,台灣50       ,2014/12/2,63.8,19739
50,台灣50       ,2014/12/3,64.82,11865
50,台灣50       ,2014/12/4,65.06,11366
50,台灣50       ,2014/12/5,64.82,4318
50,台灣50       ,2014/12/8,64.34,7633
50,台灣50       ,2014/12/9,64.19,4620
50,台灣50       ,2014/12/10,63.32,12851
50,台灣50       ,2014/12/11,63.27,6920
50,台灣50       ,2014/12/12,63.32,4477
50,台灣50       ,2014/12/15,63.12,10562
50,台灣50       ,2014/12/16,62.59,12711
50,台灣50       ,2014/12/17,61.62,19575
50,台灣50       ,2014/12/18,61.77,8593
50,台灣50       ,2014/12/19,63.22,17192
50,台灣50       ,2014/12/22,64,7443
50,台灣50       ,2014/12/23,63.8,5242
50,台灣50       ,2014/12/24,64.29,6957
50,台灣50       ,2014/12/25,64.29,4417
50,台灣50       ,2014/12/26,64.43,21313
50,台灣50       ,2014/12/27,64.58,3791
50,台灣50       ,2014/12/29,65.16,11101
50,台灣50       ,2014/12/30,64.82,8583
50,台灣50       ,2014/12/31,64.82,7418
50,台灣50       ,2015/1/5,64.53,6295
50,台灣50       ,2015/1/6,62.93,19501
50,台灣50       ,2015/1/7,63.03,6991
50,台灣50       ,2015/1/8,64.48,13153
50,台灣50       ,2015/1/9,64.14,5891
50,台灣50       ,2015/1/12,63.75,9060
50,台灣50       ,2015/1/13,63.95,6151
50,台灣50       ,2015/1/14,63.61,7205
50,台灣50       ,2015/1/15,63.8,3525
50,台灣50       ,2015/1/16,63.51,9317
50,台灣50       ,2015/1/19,64.24,17591
50,台灣50       ,2015/1/20,64.72,10097
50,台灣50       ,2015/1/21,65.21,17556
50,台灣50       ,2015/1/22,65.55,16125
50,台灣50       ,2015/1/23,66.62,35859
50,台灣50       ,2015/1/26,66.62,20460
50,台灣50       ,2015/1/27,67.05,36217
50,台灣50       ,2015/1/28,67.05,35993
50,台灣50       ,2015/1/29,66.23,19790
50,台灣50       ,2015/1/30,65.94,4264
50,台灣50       ,2015/2/2,66.08,5810
50,台灣50       ,2015/2/3,66.57,16645
50,台灣50       ,2015/2/4,67.29,20357
50,台灣50       ,2015/2/5,67,4783
50,台灣50       ,2015/2/6,66.66,4107
50,台灣50       ,2015/2/9,66.42,3512
50,台灣50       ,2015/2/10,66.18,8023
50,台灣50       ,2015/2/11,66.91,7199
50,台灣50       ,2015/2/12,66.91,9310
50,台灣50       ,2015/2/13,67.34,7599
50,台灣50       ,2015/2/24,68.12,14549
50,台灣50       ,2015/2/25,68.65,23253
50,台灣50       ,2015/2/26,68.17,8688
50,台灣50       ,2015/3/2,67.88,6589
50,台灣50       ,2015/3/3,67.78,5067
50,台灣50       ,2015/3/4,67.83,6414
50,台灣50       ,2015/3/5,67.58,3761
50,台灣50       ,2015/3/6,67.68,3067
50,台灣50       ,2015/3/9,67,7464
50,台灣50       ,2015/3/10,66.86,6958
50,台灣50       ,2015/3/11,66.95,10039
50,台灣50       ,2015/3/12,67.54,5710
50,台灣50       ,2015/3/13,67.34,4527
50,台灣50       ,2015/3/16,66.81,6079
50,台灣50       ,2015/3/17,67.05,7096
50,台灣50       ,2015/3/18,67.78,18621
50,台灣50       ,2015/3/19,68.51,12488
50,台灣50       ,2015/3/20,68.41,4499
50,台灣50       ,2015/3/23,68.6,7600
50,台灣50       ,2015/3/24,68.36,4504
50,台灣50       ,2015/3/25,68.12,4458
50,台灣50       ,2015/3/26,67.29,9508
50,台灣50       ,2015/3/27,66.66,10014
50,台灣50       ,2015/3/30,66.71,10353
50,台灣50       ,2015/3/31,66.95,7643
50,台灣50       ,2015/4/1,66.57,8234
50,台灣50       ,2015/4/2,67.39,7800
50,台灣50       ,2015/4/7,67.49,3447
50,台灣50       ,2015/4/8,66.91,5069
50,台灣50       ,2015/4/9,67,6205
50,台灣50       ,2015/4/10,67.54,4600
50,台灣50       ,2015/4/13,67.73,4199
50,台灣50       ,2015/4/14,67.39,4562
50,台灣50       ,2015/4/15,66.57,17266
50,台灣50       ,2015/4/16,67.58,15774
50,台灣50       ,2015/4/17,66.95,9237
50,台灣50       ,2015/4/20,66.86,9571
50,台灣50       ,2015/4/21,66.86,2864
50,台灣50       ,2015/4/22,67.54,11311
50,台灣50       ,2015/4/23,69.33,24334
50,台灣50       ,2015/4/24,70.01,26527
50,台灣50       ,2015/4/27,70.54,13281
50,台灣50       ,2015/4/28,70.4,16465
50,台灣50       ,2015/4/29,69.62,10074
50,台灣50       ,2015/4/30,69.28,6780
50,台灣50       ,2015/5/4,69.43,5381
50,台灣50       ,2015/5/5,69.04,6801
50,台灣50       ,2015/5/6,69.14,6603
50,台灣50       ,2015/5/7,68.31,10204
50,台灣50       ,2015/5/8,68.36,5647
50,台灣50       ,2015/5/11,68.7,11222
50,台灣50       ,2015/5/12,68.55,9064
50,台灣50       ,2015/5/13,68.94,6874
50,台灣50       ,2015/5/14,67.97,16520
50,台灣50       ,2015/5/15,67.88,11642
50,台灣50       ,2015/5/18,68.12,3248
50,台灣50       ,2015/5/19,69.14,8458
50,台灣50       ,2015/5/20,68.65,7530
50,台灣50       ,2015/5/21,68.02,11567
50,台灣50       ,2015/5/22,68.55,6152
50,台灣50       ,2015/5/25,68.55,2391
50,台灣50       ,2015/5/26,68.85,7521
50,台灣50       ,2015/5/27,68.99,5812
50,台灣50       ,2015/5/28,69.33,5790
50,台灣50       ,2015/5/29,68.94,4900
50,台灣50       ,2015/6/1,68.36,7850
50,台灣50       ,2015/6/2,68.26,4867
50,台灣50       ,2015/6/3,67.83,6558
50,台灣50       ,2015/6/4,66.52,28182
50,台灣50       ,2015/6/5,66.37,15106
50,台灣50       ,2015/6/8,66.81,9094
50,台灣50       ,2015/6/9,66.28,18429
50,台灣50       ,2015/6/10,66.57,8666
50,台灣50       ,2015/6/11,66.76,7352
50,台灣50       ,2015/6/12,66.71,3175
50,台灣50       ,2015/6/15,66.57,3761
50,台灣50       ,2015/6/16,66.13,8681
50,台灣50       ,2015/6/17,66.42,5564
50,台灣50       ,2015/6/18,66.32,10688
50,台灣50       ,2015/6/22,67.25,11310
50,台灣50       ,2015/6/23,67.44,5311
50,台灣50       ,2015/6/24,67.54,6127
50,台灣50       ,2015/6/25,68.31,13815
50,台灣50       ,2015/6/26,68.31,4926
50,台灣50       ,2015/6/29,66.71,11576
50,台灣50       ,2015/6/30,67.29,4093
50,台灣50       ,2015/7/1,67.92,6063
50,台灣50       ,2015/7/2,67.97,4340
50,台灣50       ,2015/7/3,67.97,7762
50,台灣50       ,2015/7/6,67.2,7584
50,台灣50       ,2015/7/7,67.49,4706
50,台灣50       ,2015/7/8,65.45,37899
50,台灣50       ,2015/7/9,65.06,33083
50,台灣50       ,2015/7/13,66.03,15806
50,台灣50       ,2015/7/14,66.03,9618
50,台灣50       ,2015/7/15,66.18,8865
50,台灣50       ,2015/7/16,66.52,6939
50,台灣50       ,2015/7/17,66.42,3432
50,台灣50       ,2015/7/20,65.94,7832
50,台灣50       ,2015/7/21,66.57,3363
50,台灣50       ,2015/7/22,65.74,14139
50,台灣50       ,2015/7/23,65.11,20981
50,台灣50       ,2015/7/24,64.72,19922
50,台灣50       ,2015/7/27,63.8,28446
50,台灣50       ,2015/7/28,63.85,17518
50,台灣50       ,2015/7/29,63.42,18492
50,台灣50       ,2015/7/30,64.48,7473
50,台灣50       ,2015/7/31,64.14,11169
50,台灣50       ,2015/8/3,63.27,15758
50,台灣50       ,2015/8/4,63.32,12310
50,台灣50       ,2015/8/5,63.71,9875
50,台灣50       ,2015/8/6,63.03,23620
50,台灣50       ,2015/8/7,62.74,6898
50,台灣50       ,2015/8/10,62.59,10082
50,台灣50       ,2015/8/11,62.59,17411
50,台灣50       ,2015/8/12,61.52,24218
50,台灣50       ,2015/8/13,61.62,16147
50,台灣50       ,2015/8/14,61.38,8405
50,台灣50       ,2015/8/17,60.99,13852
50,台灣50       ,2015/8/18,60.65,9841
50,台灣50       ,2015/8/19,59.73,17595
50,台灣50       ,2015/8/20,59.54,19329
50,台灣50       ,2015/8/21,57.99,28076
50,台灣50       ,2015/8/24,55.75,61317
50,台灣50       ,2015/8/25,58.18,43487
50,台灣50       ,2015/8/26,58.52,17123
50,台灣50       ,2015/8/27,58.32,18326
50,台灣50       ,2015/8/28,59.92,18684
50,台灣50       ,2015/8/31,60.41,18957
50,台灣50       ,2015/9/1,59.88,12340
50,台灣50       ,2015/9/2,60.22,18170
50,台灣50       ,2015/9/3,60.26,7543
50,台灣50       ,2015/9/4,59.49,15808
50,台灣50       ,2015/9/7,59.39,10155
50,台灣50       ,2015/9/8,59.59,9642
50,台灣50       ,2015/9/9,62.2,24002
50,台灣50       ,2015/9/10,61.52,10184
50,台灣50       ,2015/9/11,61.57,7961
50,台灣50       ,2015/9/14,61.72,4389
50,台灣50       ,2015/9/15,61.23,5767
50,台灣50       ,2015/9/16,61.96,7422
50,台灣50       ,2015/9/17,63.03,12909
50,台灣50       ,2015/9/18,62.88,3507
50,台灣50       ,2015/9/21,61.52,9987
50,台灣50       ,2015/9/22,61.86,4330
50,台灣50       ,2015/9/23,60.46,10045
50,台灣50       ,2015/9/24,60.12,7364
50,台灣50       ,2015/9/25,60.36,5982
50,台灣50       ,2015/9/30,60.51,8574
50,台灣50       ,2015/10/1,61.67,11986
50,台灣50       ,2015/10/2,61.33,7571
50,台灣50       ,2015/10/5,61.48,5383
50,台灣50       ,2015/10/6,61.96,8300
50,台灣50       ,2015/10/7,62.88,8637
50,台灣50       ,2015/10/8,62.74,12360
50,台灣50       ,2015/10/12,63.56,17465
50,台灣50       ,2015/10/13,63.32,7489
50,台灣50       ,2015/10/14,63.08,7135
50,台灣50       ,2015/10/15,64,14357
50,台灣50       ,2015/10/16,63.75,8189
50,台灣50       ,2015/10/19,63.95,7411
50,台灣50       ,2015/10/20,63.95,4526
50,台灣50       ,2015/10/21,63.51,11498
50,台灣50       ,2015/10/22,63.51,8066
50,台灣50       ,2015/10/23,63.9,20687
50,台灣50       ,2015/10/26,64.55,12082
50,台灣50       ,2015/10/27,64.2,5723
50,台灣50       ,2015/10/28,63.75,5075
50,台灣50       ,2015/10/29,63.3,8413
50,台灣50       ,2015/10/30,63.2,5991
50,台灣50       ,2015/11/2,63.3,4831
50,台灣50       ,2015/11/3,64.3,9293
50,台灣50       ,2015/11/4,65.55,16551
50,台灣50       ,2015/11/5,65.4,5902
50,台灣50       ,2015/11/6,64.1,11915
50,台灣50       ,2015/11/9,63.65,5532
50,台灣50       ,2015/11/10,62.9,8847
50,台灣50       ,2015/11/11,62.15,16293
50,台灣50       ,2015/11/12,62.25,14213
50,台灣50       ,2015/11/13,61.6,20384
50,台灣50       ,2015/11/16,61.15,13429
50,台灣50       ,2015/11/17,62.35,8728
50,台灣50       ,2015/11/18,61.4,14981
50,台灣50       ,2015/11/19,62.3,10131
50,台灣50       ,2015/11/20,62.3,5421
50,台灣50       ,2015/11/23,62.6,3462
50,台灣50       ,2015/11/24,61.95,6598
50,台灣50       ,2015/11/25,61.95,5964
50,台灣50       ,2015/11/26,62.8,8642
50,台灣50       ,2015/11/27,61.95,6290
50,台灣50       ,2015/11/30,61.2,23268
50,台灣50       ,2015/12/1,62.4,8409
50,台灣50       ,2015/12/2,62.3,6361
50,台灣50       ,2015/12/3,62.4,6065
50,台灣50       ,2015/12/4,61.75,15048
50,台灣50       ,2015/12/7,62.5,14814
50,台灣50       ,2015/12/8,61.5,9200
50,台灣50       ,2015/12/9,60.75,16089
50,台灣50       ,2015/12/10,60.55,16616
50,台灣50       ,2015/12/11,59.85,13835
50,台灣50       ,2015/12/14,59.4,9528
50,台灣50       ,2015/12/15,59.45,6796
50,台灣50       ,2015/12/16,60.35,6530
50,台灣50       ,2015/12/17,61.05,7609
50,台灣50       ,2015/12/18,60.75,4893
50,台灣50       ,2015/12/21,60.65,4340
50,台灣50       ,2015/12/22,60.8,5138
50,台灣50       ,2015/12/23,60.9,7263
50,台灣50       ,2015/12/24,61.2,8456
50,台灣50       ,2015/12/25,61.6,6546
50,台灣50       ,2015/12/28,61.45,3449
50,台灣50       ,2015/12/29,61,3966
50,台灣50       ,2015/12/30,60.55,7262
50,台灣50       ,2015/12/31,60.75,3894
