2011/5/6,53.28,1488027
2011/5/9,53.58,970800
2011/5/10,53.58,523328
2011/5/11,53.36,602825
2011/5/12,53.53,1106475
2011/5/13,53.36,473373
2011/5/16,52.72,1012125
2011/5/17,52.67,1023690
2011/5/18,52.97,359578
2011/5/19,52.5,1057115
2011/5/20,52.54,934690
2011/5/23,51.9,2327332
2011/5/24,51.99,1573207
2011/5/25,51.81,1369585
2011/5/26,52.33,439654
2011/5/27,52.11,708464
2011/5/30,52.03,640953
2011/5/31,53.32,665427
2011/6/1,53.62,1662145
2011/6/2,53.23,1153779
2011/6/3,53.49,923387
2011/6/7,53.49,678820
2011/6/8,53.32,869598
2011/6/9,53.32,537319
2011/6/10,52.07,1664895
2011/6/13,51.38,1309106
2011/6/14,52.24,695092
2011/6/15,52.03,670739
2011/6/16,51.08,1370265
2011/6/17,50.91,1230364
2011/6/20,50.39,1267009
2011/6/21,50.78,896563
2011/6/22,50.91,694121
2011/6/23,50.44,889061
2011/6/24,50.05,1582930
2011/6/27,49.71,1553984
2011/6/28,49.58,686233
2011/6/29,50.44,952014
2011/6/30,50.61,490029
2011/7/1,51.34,831822
2011/7/4,51.64,1135645
2011/7/5,51.56,756315
2011/7/6,52.11,816467
2011/7/7,51.9,669903
2011/7/8,51.64,899593
2011/7/11,51.3,714982
2011/7/12,50.48,2820748
2011/7/13,50.48,2299380
2011/7/14,50.65,2337247
2011/7/15,50.91,1085949
2011/7/18,50.74,1219849
2011/7/19,50.65,487389
2011/7/20,51.99,1133064
2011/7/21,52.11,657752
2011/7/22,52.46,1382242
2011/7/25,51.94,510022
2011/7/26,52.63,970104
2011/7/27,52.76,534834
2011/7/28,52.33,789602
2011/7/29,51.51,837041
2011/8/1,51.9,554873
2011/8/2,51.21,966367
2011/8/3,50.39,2455504
2011/8/4,49.75,2355742
2011/8/5,46.83,5148697
2011/8/8,46.01,4704480
2011/8/9,45.58,7110075
2011/8/10,46.52,2787726
2011/8/11,46.52,1898917
2011/8/12,46.05,2056414
2011/8/15,46.95,727558
2011/8/16,46.74,791674
2011/8/17,46.4,903174
2011/8/18,45.54,1568453
2011/8/19,43.94,2387285
2011/8/22,44.29,1899902
2011/8/23,45.84,1358144
2011/8/24,45.23,1369368
2011/8/25,45.02,870083
2011/8/26,45.62,1029089
2011/8/29,46.27,1151626
2011/8/30,46.61,1020787
2011/8/31,46.91,962971
2011/9/1,47.43,1996647
2011/9/2,47.43,801215
2011/9/5,46.09,1125983
2011/9/6,45.19,1358382
2011/9/7,46.05,834398
2011/9/8,46.18,805907
2011/9/9,46.57,1147000
2011/9/13,45.28,1405764
2011/9/14,44.37,2097392
2011/9/15,45.45,1371411
2011/9/16,46.52,1752373
2011/9/19,45.75,921332
2011/9/20,45.92,975272
2011/9/21,46.09,521580
2011/9/22,44.8,1562675
2011/9/23,43.3,3218883
2011/9/26,42.41,2104176
2011/9/27,43.94,1515167
2011/9/28,43.99,951921
2011/9/29,44.37,727089
2011/9/30,44.42,610860
2011/10/3,43.26,1348925
2011/10/4,43.64,975289
2011/10/5,43.21,696382
2011/10/6,44.07,1077779
2011/10/7,44.33,951462
2011/10/11,45.58,1302666
2011/10/12,45.45,548499
2011/10/13,45.41,640452
2011/10/14,45.11,518191
2011/10/17,45.66,647427
2011/10/18,45.19,982604
2011/10/19,45.02,804183
2011/10/20,44.5,1000528
2011/10/21,44.68,879234
2011/10/24,46.09,1469394
2011/10/25,46.09,1265806
2011/10/26,46.54,1242830
2011/10/27,46.63,1210817
2011/10/28,46.76,1926724
2011/10/31,46.59,888578
2011/11/1,46.9,572049
2011/11/2,46.76,1214957
2011/11/3,45.92,1517921
2011/11/4,46.67,1034982
2011/11/7,46.76,306927
2011/11/8,46.54,691115
2011/11/9,46.59,520521
2011/11/10,45.11,3037844
2011/11/11,45.42,804453
2011/11/14,46.54,1190190
2011/11/15,46.27,353585
2011/11/16,45.69,1044690
2011/11/17,45.83,838253
2011/11/18,44.89,2013948
2011/11/21,43.93,2301241
2011/11/22,43.75,1824551
2011/11/23,42.7,2689306
2011/11/24,42.71,1852249
2011/11/25,42.34,1522905
2011/11/28,43.1,825538
2011/11/29,43.48,663430
2011/11/30,42.91,652493
2011/12/1,44.89,2509004
2011/12/2,44.46,549622
2011/12/5,44.32,467489
2011/12/6,43.45,719937
2011/12/7,43.91,739326
2011/12/8,43.6,720228
2011/12/9,43.05,877077
2011/12/12,43.55,595325
2011/12/13,43.33,480825
2011/12/14,43.36,286097
2011/12/15,42.39,1049187
2011/12/16,42.57,723476
2011/12/19,41.71,1212666
2011/12/20,41.94,374290
2011/12/21,43.98,1563040
2011/12/22,43.87,849273
2011/12/23,44.62,1423512
2011/12/26,44.58,571147
2011/12/27,44.49,778535
2011/12/28,44.24,669505
2011/12/29,44.27,675607
2011/12/30,44.45,975739
2012/1/2,43.78,556761
2012/1/3,44.35,968039
2012/1/4,44.62,1153014
2012/1/5,44.76,1055241
2012/1/6,44.62,1418225
2012/1/9,44.45,700803
2012/1/10,45.25,1480714
2012/1/11,45.2,686837
2012/1/12,45.29,954956
2012/1/13,45.38,2004901
2012/1/16,44.67,1450782
2012/1/17,45.11,795641
2012/1/18,44.98,631832
2012/1/30,46.23,1780542
2012/1/31,46.36,1073539
2012/2/1,46.67,1259526
2012/2/2,47.21,1078026
2012/2/3,47.34,1889356
2012/2/4,47.88,1885936
2012/2/6,47.48,968437
2012/2/7,47.57,1056101
2012/2/8,48.59,2103272
2012/2/9,48.55,1956532
2012/2/10,48.15,1549003
2012/2/13,48.37,1452199
2012/2/14,48.19,1264230
2012/2/15,48.99,2276165
2012/2/16,48.41,1247877
2012/2/17,48.86,1943346
2012/2/20,48.82,1739727
2012/2/21,48.64,828325
2012/2/22,48.95,937733
2012/2/23,48.73,501209
2012/2/24,48.86,499477
2012/2/29,49.98,1612404
2012/3/1,49.89,1126509
2012/3/2,49.62,506340
2012/3/3,49.44,510988
2012/3/5,48.95,981912
2012/3/6,48.73,883459
2012/3/7,48.55,605163
2012/3/8,48.82,830033
2012/3/9,49.04,708020
2012/3/12,48.5,547427
2012/3/13,49.17,1018488
2012/3/14,49.89,1341865
2012/3/15,49.66,407920
2012/3/16,49.44,472800
2012/3/19,49.31,737058
2012/3/20,48.95,363471
2012/3/21,48.95,415736
2012/3/22,49.62,702269
2012/3/23,49.49,300934
2012/3/26,48.68,535418
2012/3/27,49.31,555806
2012/3/28,49.49,667844
2012/3/29,48.82,571795
2012/3/30,48.99,485424
2012/4/2,48.82,241356
2012/4/3,48.41,509304
2012/4/5,47.88,781567
2012/4/6,47.97,856067
2012/4/9,47.39,1001375
2012/4/10,47.39,353297
2012/4/11,47.57,652939
2012/4/12,47.61,502034
2012/4/13,48.15,459862
2012/4/16,48.01,296281
2012/4/17,47.21,1160267
2012/4/18,47.3,607456
2012/4/19,47.34,511701
2012/4/20,46.72,820874
2012/4/23,46.67,966264
2012/4/24,46.76,355503
2012/4/25,47.03,171342
2012/4/26,46.67,310769
2012/4/27,46.59,678336
2012/4/30,46.45,637993
2012/5/2,47.61,642019
2012/5/3,47.39,274835
2012/5/4,47.48,605745
2012/5/7,46.45,1110096
2012/5/8,46.45,478409
2012/5/9,46.14,1179702
2012/5/10,46.14,368954
2012/5/11,45.65,1486045
2012/5/14,45.69,521119
2012/5/15,45.69,1102135
2012/5/16,44.8,1667294
2012/5/17,45.34,401579
2012/5/18,44.33,1888228
2012/5/21,44.58,735012
2012/5/22,44.98,470511
2012/5/23,44.17,1186430
2012/5/24,44.07,617626
2012/5/25,43.74,662903
2012/5/28,44.15,305318
2012/5/29,45.25,865103
2012/5/30,44.71,587648
2012/5/31,44.76,653341
2012/6/1,43.86,689000
2012/6/4,42.55,1775879
2012/6/5,43.1,469561
2012/6/6,43.4,262472
2012/6/7,43.5,293399
2012/6/8,42.84,622569
2012/6/11,43.72,409171
2012/6/12,43.38,249848
2012/6/13,43.47,194038
2012/6/14,43.53,166321
2012/6/15,44.09,305647
2012/6/18,44.8,496282
2012/6/19,44.54,363095
2012/6/20,45.02,485881
2012/6/21,44.76,229558
2012/6/22,44.23,306255
2012/6/25,43.91,349548
2012/6/26,43.72,748240
2012/6/27,44.13,370467
2012/6/28,44.2,517726
2012/6/29,44.8,681895
2012/7/2,45.16,490223
2012/7/3,45.69,875605
2012/7/4,45.87,513096
2012/7/5,45.78,256906
2012/7/6,45.51,563639
2012/7/9,45.47,298939
2012/7/10,44.98,457488
2012/7/11,45.11,209729
2012/7/12,44.31,772037
2012/7/13,44.18,392375
2012/7/16,44.18,318754
2012/7/17,44.49,336061
2012/7/18,43.91,420343
2012/7/19,44.8,383437
2012/7/20,44.76,285440
2012/7/23,43.95,731893
2012/7/24,43.84,1089951
2012/7/25,43.6,812608
2012/7/26,43.68,400096
2012/7/27,44.55,484417
2012/7/30,44.84,504649
2012/7/31,45.6,752407
2012/8/1,45.69,351450
2012/8/3,45.42,258148
2012/8/6,46.01,570636
2012/8/7,46.05,216575
2012/8/8,46.18,496033
2012/8/9,47.17,1115574
2012/8/10,47.12,597430
