Best,Worst
160,157
161,179
235,160
246,168
1.06559e+06,997457
Best
1,0,0,1,1,1,1,1,
1,0,1,0,0,0,0,0,
1,1,1,0,1,0,1,0,
1,1,1,1,0,1,0,1,
Worst
1,0,0,1,1,1,0,0,
1,0,1,1,0,0,1,0,
1,0,0,1,1,1,1,1,
1,0,1,0,0,1,1,1,

0.5,0.698,0.76,0.526,0.372,0.192,0.306,0.28,
0.5,0.698,0.5,0.912,0.634,0.636,0.876,0.658,
0.362,0.494,0.504,0.478,0.206,0.766,0.378,0.514,
0.392,0.254,0.176,0.462,0.582,0.152,0.658,0.306,
